"id","binomial","reference","class","order","family","genus","common_name","location","country","all_countries","latitude","longitude","system","t_realm","t_biome","fw_realm","fw_biome","m_realm","m_ocean","m_biome","units","method","x1950","x1951","x1952","x1953","x1954","x1955","x1956","x1957","x1958","x1959","x1960","x1961","x1962","x1963","x1964","x1965","x1966","x1967","x1968","x1969","x1970","x1971","x1972","x1973","x1974","x1975","x1976","x1977","x1978","x1979","x1980","x1981","x1982","x1983","x1984","x1985","x1986","x1987","x1988","x1989","x1990","x1991","x1992","x1993","x1994","x1995","x1996","x1997","x1998","x1999","x2000","x2001","x2002","x2003","x2004","x2005","x2006","x2007","x2008","x2009","x2010","x2011","x2012","x2013","x2014","x2015"
2459,"Salmo_trutta","{Direktoratet for naturforvaltning, 2004 #1042}","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Brown trout / Sea trout","Frafjordelva, Gjerstad og Forsand, Rogaland","Norway","Norway",59,6.25,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Number of 0+per 100 m2","Fry density ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","26.4","18.2","5.3","5.9","6","5.5","12.7","3.1","2","2.9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2460,"Salmo_trutta","{Direktoratet for naturforvaltning, 2004 #1042}","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Brown trout / Sea trout","Espedalselva, Forsand og Gjesdal, Rogaland","Norway","Norway",58.88472,6.20389,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Number of 0+per 100 m2","Fry density ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","14","4","4.1","5.4","1.6","3.5","7.4","8.8","NULL","4.6","1.6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2461,"Salmo_trutta","{Direktoratet for naturforvaltning, 2004 #1042}","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Brown trout / Sea trout","Jørpedalselva, Rogaland","Norway","Norway",59,6.25,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Number of 0+per 100 m2","Fry density ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","7","6","8.8","5.5","7","6.8","12.5","6.7","2.9","NULL","15.8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2462,"Salmo_trutta","{Direktoratet for naturforvaltning, 2004 #1042}","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Brown trout / Sea trout","Vikedal, Rogaland","Norway","Norway",59.5,5.91667,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Number of 0+per 100 m2","Fry density ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","14","20","19","5","25","7","24.1","7.9","17","15.2","14.8","13.1","11.5","28.7","16.1","10.6","4.8","8.5","14.2","7","4.2","6.1","5.5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2463,"Salmo_trutta","{Direktoratet for naturforvaltning, 2004 #1042}","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Brown trout / Sea trout","Rødneelva, Vindafjord, Rogaland","Norway","Norway",59.33333,5.91667,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Number of 0+per 100 m2","Fry density ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","24","NULL","33","32","NULL","NULL","53.5","29.8","41.1","31.3","44.9","21.2","31.8","35","22.6","22.2","12.7","28.9","14.1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2464,"Salmo_trutta","{Direktoratet for naturforvaltning, 2004 #1042}","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Brown trout / Sea trout","Vosso, Voss, Hordaland","Norway","Norway",60.65,6.11667,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Number of 0+per 100 m2","Fry density ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5","15","10","23.1","18","5.1","95.6","52.7","41.8","42.3","42.8","49.1","24","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2465,"Salmo_trutta","{Direktoratet for naturforvaltning, 2004 #1042}","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Brown trout / Sea trout","Langabrua, oppstrøms Vangsvatnet, Voss, Hordaland","Norway","Norway",60.65,6.43333,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Number of 0+per 100 m2","Fry density ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","59","68.8","62","144","40.3","23.6","114.6","58.3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2466,"Salmo_trutta","{Direktoratet for naturforvaltning, 2004 #1042}","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Brown trout / Sea trout","Raundalen, Voss, Hordaland","Norway","Norway",60.68333,6.83333,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Number of 0+per 100 m2","Fry density ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","62.5","50.4","25.8","47.1","50.4","12.3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2467,"Salmo_trutta","{Direktoratet for naturforvaltning, 2004 #1042}","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Brown trout / Sea trout","Ekso, Hordaland","Norway","Norway",60.82056,6.30028,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Number of 0+per 100 m2","Fry density ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","39.6","4.6","11.5","12.6","32.5","19.1","33.6","12.3","40.9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2468,"Salmo_trutta","{Direktoratet for naturforvaltning, 2004 #1042}","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Brown trout / Sea trout","Myster, Hordaland","Norway","Norway",60.25,6,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Number of 0+per 100 m2","Fry density ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8.34","27","70.7","35.3","56.8","49","95.8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2469,"Salmo_trutta","{Direktoratet for naturforvaltning, 2004 #1042}","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Brown trout / Sea trout","Yndesdalsvassdraget, 5 st. i hovedvassdraget, Hordaland","Norway","Norway",60.25,6,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Number of 0+per 100 m2","Fry density ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","55","35","20","25","50","24.7","13","16.5","42.6","27.3","22.6","16.1","21.1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2470,"Salmo_trutta","{Direktoratet for naturforvaltning, 2004 #1042}","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Brown trout / Sea trout","Innløp, Kvamdalsvatn,Yndesdalsvassdraget, Hordaland","Norway","Norway",60.25,6,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Number of 2+ and older per 100 m2","Density of older fish ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.001","25","55","10","20","25","10","5","10","10","10","15","35","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2471,"Salmo_trutta","{Direktoratet for naturforvaltning, 2004 #1042}","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Brown trout / Sea trout","Innløp, Yndesdalsvatn,Yndesdalsvassdraget, Hordaland","Norway","Norway",60.25,6,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Number of 2+ and older per 100 m2","Density of older fish ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.001","0.001","0.001","37","22","31","57","27","40","38","15","30","37","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2472,"Salmo_trutta","{Direktoratet for naturforvaltning, 2004 #1042}","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Brown trout / Sea trout","Tangedalselv, Yndesdalsvassdagert, Hordaland","Norway","Norway",60.25,6,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Number of 2+ and older per 100 m2","Density of older fish ","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.001","0.001","0.001","3","3","30","20","15","10","23","25","25","40","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2473,"Salmo_trutta","{Direktoratet for naturforvaltning, 2004 #1042}","Actinopterygii","Salmoniformes","Salmonidae","Salmo","Brown trout / Sea trout","Flekke- Guddal 2 (st. 6-7), Sogn og Fjordane","Norway","Norway",61.31667,5.36667,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Number of 0+ per 100 m2","Fry density","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","21","15","33.5","17.5","15","22.5","14","16","15","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2474,"Salvelinus_alpinus","{Brabrand, 1991 #1037}","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","Arctic charr","Lake Atnsjøen, Stor- Elvdal og Sør- Fron, Hedmark og Oppland","Norway","Norway",61.87556,10.17694,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Estimated kg/ha","Echosounding along transects","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","14","10","8.5","9.5","9","9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2475,"Salvelinus_alpinus","{Arnekleiv, 2002 #1325}","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","Arctic charr","Svean, Nidelva, Trondheim og Klæbu, Sør-Trøndelag","Norway","Norway",63.43333,10.41667,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Number of fish per net-night ","Landing (research fishing with gillnets)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","14.5","19.5","11.5","NULL","NULL","4.5","19.75","NULL","1.8","NULL","NULL","NULL","NULL","4.5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2476,"Salvelinus_alpinus","{Arnekleiv, 2002 #1325}","Actinopterygii","Salmoniformes","Salmonidae","Salvelinus","Arctic charr","Nedre Leirfoss, Nidelva, Trondheim og Klæbu, Sør-Trøndelag","Norway","Norway",63.38333,10.4,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Number of fish per ""net-night""","Landing (research fishing with gillnets)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.0005","0.0005","NULL","0.3","NULL","NULL","NULL","NULL","0.0005","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2477,"Actitis_hypoleucos","{Husby, 2004 #1103}","Aves","Charadriiformes","Scolopacidae","Actitis","Common sandpiper","Norway","Norway","Norway",62,10,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Calculated index","Hatching","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","100","100","109","152","118","110","101","108","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2478,"Actitis_hypoleucos","{Husby, 1997 #1108}","Aves","Charadriiformes","Scolopacidae","Actitis","Common sandpiper","Sandfærhus, Stjørdal, Nord-Trøndelag","Norway","Norway",63.45,10.95,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Maximum number observed during week 15-41","Maximum number","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.01","13","4","16","15","10","9","16","11","24","29","24","18","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2479,"Actitis_hypoleucos","{Solheim, 2000 #1101}","Aves","Charadriiformes","Scolopacidae","Actitis","Common sandpiper","Åkersvika aturreservat, Hamar, Hedmark","Norway","Norway",60.77944,11.08972,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Maximum observed during the spring migration ","Maximum number","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","18","12","21","34","17","NULL","NULL","NULL","NULL","NULL","24","53","7","17","15","16","9","7","15","3","4","12","15","10","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2480,"Anas_crecca","{Günther, 2003 #1098} updated with {Günther, 2006 #2273}","Aves","Anseriformes","Anatidae","Anas","Common teal / Green-winged teal","Pasvik naturreservat, Sør-Varanger, Finnmark","Norway","Norway",69.14694,29.21528,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Maximum observed during spring/autumn","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","52","10","18","58","13","29","18","14","32","18","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2486,"Anas_platyrhynchos","{Günther, 2003 #1098} updated with {Günther, 2006 #2273}","Aves","Anseriformes","Anatidae","Anas","Mallard / Common mallard","Pasvik naturreservat, Sør-Varanger, Finnmark","Norway","Norway",69.14694,29.21528,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Number of observed birds","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","18","11","13","32","6","26","29","24","34","22","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2487,"Anas_platyrhynchos","{Husby, 2004 #1103}","Aves","Anseriformes","Anatidae","Anas","Mallard / Common mallard","Norway","Norway","Norway",62,10,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Index","Observed hatching","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","100","98","185","271","293","243","230","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2488,"Anas_platyrhynchos","{Husby, 1997 #1108} and {Husby, 2000 #1109}","Aves","Anseriformes","Anatidae","Anas","Mallard / Common mallard","Sandfærhus, Stjørdal, Nord-Trøndelag","Norway","Norway",63.45,10.95,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Maximum number observed during week 15-41","Max number","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","121","174","370","102","275","303","200","NULL","NULL","99","187","199","292","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2489,"Anas_platyrhynchos","{Solheim, 2000 #1101}","Aves","Anseriformes","Anatidae","Anas","Mallard / Common mallard","Åkersvika aturreservat, Hamar, Hedmark","Norway","Norway",60.77944,11.08972,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Maximum observed during the spring migration ","Max number","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","650","175","350","250","175","NULL","NULL","NULL","NULL","NULL","275","100","150","80","450","275","300","500","225","130","375","350","125","75","325","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2491,"Anser_fabalis","{Günther, 2003 #1098} updated with {Günther, 2006 #2273}","Aves","Anseriformes","Anatidae","Anser","Bean goose","Pasvik naturreservat, Sør-Varanger, Finnmark","Norway","Norway",69.14694,29.21528,"Terrestrial","Palearctic","Boreal forests/taiga","NULL","NULL","NULL","NULL","NULL","Maximum observed during spring/autumn","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0","0","0","7","3","78","1","2","30","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2498,"Calidris_alpina","{Husby, 2000 #1109}","Aves","Charadriiformes","Scolopacidae","Calidris","Dunlin","Sandfærhus, Stjørdal, Nord-Trøndelag","Norway","Norway",63.45,10.95,"Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","North Atlantic Ocean","Unknown","Maximum number observed during week 15-41","Max. Number","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","21","7","12","25","31","1","7","95","3","16","37","26","22","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2499,"Calidris_alpina","{Strann, 1996 #1315}","Aves","Charadriiformes","Scolopacidae","Calidris","Dunlin","Slettnes,Gamvik, Finnmark","Norway","Norway",71.08333,28.21667,"Marine","NULL","NULL","NULL","NULL","Arctic","Arctic Ocean","Unknown","Number of hatching couples in the surveillance area","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","18","15","16","15","17","16","18","16","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2500,"Calidris_minuta","{Husby, 2000 #1109}","Aves","Charadriiformes","Scolopacidae","Calidris","Little stint / Lesser stint","Sandfærhus, Stjørdal, Nord-Trøndelag","Norway","Norway",63.45,10.95,"Marine","NULL","NULL","NULL","NULL","Atlantic north temperate","North Atlantic Ocean","Unknown","Maximum number observed during week 15-41","Max. Number","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","35","3","0.14","41","1","19","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2501,"Calidris_temminckii","{Solheim, 2000 #1101}","Aves","Charadriiformes","Scolopacidae","Calidris","Temminck's stint","Åkersvika aturreservat, Hamar, Hedmark","Norway","Norway",60.77944,11.08972,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Maximum observed during the spring migration ","Max. Number","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","20","25","NULL","NULL","45","20","15","17","15","NULL","NULL","NULL","20","NULL","7","16","3","36","4","11","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
2502,"Cinclus_cinclus","{Jerstad, 2004 #1326}","Aves","Passeriformes","Cinclidae","Cinclus","White-throated dipper","Lugnavassdraget, Aust-Agder","Norway","Norway",58.83333,8,"Freshwater","NULL","NULL","Palearctic","Polar freshwaters","NULL","NULL","NULL","Number of hatching couples","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4","14","38","57","29","57","29","29","48","27","54","67","50","39","56","71","97","100","109","114","117","49","84","36","54","74","90","117","104","86","21","44","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
